Sesso;Standard studio;Tipo istituto (school  / College );Numero Fratelli;Lavoro padre;Lavoro madre;Tipo esame universitario;Prestazione esame universitario prima elencato;Prestazioni inglese;Prima COVID-19 numero ore autoapprendimento;Durante COVID-19 numero ore autoapprendimento;Apprendimento durante covid ore online;"Ore totali di apprendimento online con istruzione ( Insegnamento )
";Parere sull'integrazione delle TIC (Information Communication Technology);Parere le TIC possono contrastare la carenza nell'apprendimento tradizionale;Opinione le TIC hanno un impatto sulla tua vita quotidiana;Opinione La tecnologia ha cambiato il modo in cui comunichi con i tuoi insegnanti;"Parere L'integrazione delle TIC può elevare gli standard educativi
";"Parere le TIC hanno migliorato la comunicazione tra insegnanti e studenti
";"Parere L'istruzione abilitata alle TIC è un buon complemento alla comunicazione faccia a faccia
";"Cambiamenti TIC Gli insegnanti usano WhatsApp per insegnare e ti incoraggiano a usare le TIC per l'apprendimento.
";"Cambiamenti TIC L'insegnante condivide contenuti elettronici per la lettura supplementare utilizzando WhatsApp
";Cambiamenti  TIC Gli insegnanti consentono l'invio di compiti tramite WhatsApp.;"Cambiamenti  TIC I gruppi elettronici all'interno della classe vengono utilizzati per fare annunci e organizzare riunioni.
";Cambiamenti TIC WhatsApp ha permesso l'interazione con gli studenti che studiano in altre università tramite Internet.; Cambiamenti  TIC WhatsApp consente il contatto con insegnanti e studenti 24 ore su 24, 7 giorni su 7, per le attività legate allo studio; Cambiamenti TIC La frequenza di interazione con gli insegnanti è aumentata a causa di WhatsApp; Cambiamenti  TIC WhatsApp ti aiuta a superare le inibizioni per interagire con insegnanti e studenti; CambiamentI TIC WhatsApp ti aiuta a documentare e condividere materiali didattici;  Ostacolo mancanza di tempo all'integrazione delle ICT nel processo di insegnamento-apprendimento; Ostacolo pressione del programma all'integrazione delle ICT nel processo di insegnamento-apprendimento; Ostacolo incapicità dell'infrastruttura all'integrazione delle ICT nel processo di insegnamento-apprendimento; Ostacolo dipendenza della tecnologia all'integrazione delle ICT nel processo di insegnamento-apprendimento; Ostacolo interazione faccia a faccia all'integrazione delle ICT nel processo di insegnamento-apprendimento; Ostacolo costoso all'integrazione delle ICT nel processo di insegnamento-apprendimento; Ostacolo inaffidabilità dei contenuti online all'integrazione delle ICT nel processo di insegnamento-apprendimento; Ostacolo connesione all'integrazione delle ICT nel processo di insegnamento-apprendimento;Svantaggi dell'uso delle TIC per l'insegnamento e l'apprendimento [Dipendenza dalla tecnologia];Svantaggi dell'uso delle TIC per l'insegnamento e l'apprendimento [Non interagire faccia a faccia con le persone];Svantaggi dell'uso delle TIC per l'insegnamento e l'apprendimento [Stress];Svantaggi dell'uso delle TIC per l'insegnamento e l'apprendimento [Aumenta le spese];Svantaggi dell'uso delle TIC per l'insegnamento e l'apprendimento [sovraccarico di informazioni];"4.Svantaggi dell'utilizzo delle TIC per l'insegnamento e l'apprendimento [Gli insegnanti non sanno se gli studenti utilizzano WhatsApp per motivi personali]
";;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Service;Service;Technical;Average;Good;4-7 hrs;4-7 hrs;above 7 hrs;4-7 hrs;Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Neither;Agree;Neither;Disagree;Agree;Strongly Agree;Strongly Agree;Disagree;Agree;Neither;Disagree;Disagree;Strongly agree;Strongly agree;Strongly agree;Strongly disagree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Neither;Agree;Strongly Disagree;Strongly agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Service;House wife;Technical;Good;Good;less than  4 hrs;4-7 hrs;4-7 hrs;4-7 hrs;Agree;Disagree;Agree;Strongly Agree;Neither;Strongly Disagree;Disagree;Agree;Agree;Agree;Agree;Neither;Agree;Disagree;Disagree;Agree;Disagree;Agree;Agree;Agree;Agree;Agree;Disagree;Agree;Strongly agree;Agree;Agree;Agree;Neither;Agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;Three;Free;House wife;Technical;Good;Excellent;4-7 hrs;above 7 hrs;above 7 hrs;4-7 hrs;Strongly Agree;Neither;Strongly Agree;Agree;Agree;Neither;Neither;Agree;Agree;Disagree;Agree;Agree;Neither;Neither;Neither;Strongly Agree;Agree;Agree;Neither;Agree;Strongly agree;Neither;Neither;Strongly agree;Agree;Strongly agree;Agree;Neither;Disagree;Strongly agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;No ( 0 );Others;Others;Technical;Average;Good;less than  4 hrs;less than  4 hrs;above 7 hrs;4-7 hrs;Strongly Agree;Agree;Agree;Strongly Agree;Agree;Strongly Agree;Neither;Agree;Strongly Agree;Neither;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neither;Agree;Agree;Neither;Agree;Agree;Agree;Strongly agree;Neither;Agree;Neither;Neither;Neither;Agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Service;House wife;Technical;Good;Excellent;4-7 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Others;House wife;Technical;Average;Excellent;4-7 hrs;above 7 hrs;above 7 hrs;less than 4 hrs;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Strongly Agree;Agree;Agree;Agree;Agree;Neither;Agree;Neither;Agree;Agree;Neither;Agree;Agree;Neither;Neither;Neither;Agree;Disagree;Agree;Neither;Agree;Agree;Agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Public;Two;Service;House wife;Technical;Average;Average;less than  4 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Strongly agree;Agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;No ( 0 );Free;House wife;Technical;Excellent;Excellent;4-7 hrs;4-7 hrs;4-7 hrs;4-7 hrs;Strongly Agree;Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neither;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Neither;Strongly Agree;Agree;Agree;Agree;Neither;Agree;Agree;Agree;Strongly agree;Agree;Agree;Agree;Agree;Strongly agree;Strongly agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Service;House wife;Science;Average;Average;less than  4 hrs;4-7 hrs;4-7 hrs;4-7 hrs;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Disagree;Strongly Disagree;Strongly Disagree;Strongly Agree;Strongly Disagree;Strongly Disagree;Agree;Agree;Strongly Disagree;Strongly disagree;Strongly agree;Strongly agree;Agree;Strongly agree;Strongly agree;Neither;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Service;House wife;Technical;Good;Good;less than  4 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Agree;Neither;Agree;Disagree;Strongly Agree;Disagree;Disagree;Neither;Neither;Neither;Neither;Neither;Neither;Neither;Neither;Agree;Agree;Agree;Agree;Neither;Neither;Neither;Neither;Neither;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;No ( 0 );Service;House wife;Technical;Average;Good;4-7 hrs;4-7 hrs;4-7 hrs;4-7 hrs;Strongly Agree;Strongly Agree;Disagree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neither;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Disagree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Neither;Strongly agree;Strongly Disagree;Strongly Disagree;Agree;Strongly agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;Over four;Service;House wife;Science;Average;Good;less than  4 hrs;less than  4 hrs;above 7 hrs;4-7 hrs;Strongly Agree;Agree;Strongly Agree;Agree;Agree;Disagree;Disagree;Agree;Neither;Neither;Agree;Agree;Agree;Disagree;Neither;Agree;Agree;Neither;Neither;Agree;Agree;Agree;Neither;Agree;Agree;Strongly agree;Strongly agree;Strongly agree;Agree;Neither;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Public;Three;Service;Service;Technical;Excellent;Excellencent;less than  4 hrs;4-7 hrs;above 7 hrs;4-7 hrs;Agree;Strongly Agree;Agree;Strongly Agree;Agree;Neither;Neither;Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Disagree;Agree;Strongly agree;Agree;Agree;Disagree;Agree;Strongly agree;Agree;Agree;Agree;Neither;Agree;Strongly agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Others;House wife;Commerce;Good;Good;less than  4 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Agree;Neither;Strongly Agree;Strongly Agree;Neither;Strongly Agree;Agree;Agree;Agree;Strongly agree;Agree;Strongly agree;Strongly agree;Neither;Neither;Strongly agree;Strongly agree;Agree;Disagree;Neither;Agree;Strongly agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Service;House wife;Commerce;Good;Average;less than  4 hrs;less than  4 hrs;less than 4 hrs;4-7 hrs;Agree;Agree;Agree;Agree;Agree;Neither;Neither;Neither;Agree;Neither;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Strongly agree;Neither;Agree;Agree;Strongly agree;Strongly agree;Agree;Agree;Strongly agree;Agree;Agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;Two;Others;House wife;Commerce;Good;Good;4-7 hrs;4-7 hrs;less than 4 hrs;less than 4 hrs;Agree;Agree;Strongly Agree;Strongly Agree;Agree;Neither;Agree;Agree;Agree;Neither;Agree;Neither;Neither;Strongly Agree;Neither;Strongly Agree;Agree;Strongly agree;Neither;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Others;House wife;Commerce;Good;Average;less than  4 hrs;4-7 hrs;4-7 hrs;4-7 hrs;Agree;Agree;Agree;Strongly Disagree;Agree;Neither;Agree;Disagree;Agree;Strongly Disagree;Agree;Disagree;Disagree;Disagree;Disagree;Agree;Strongly agree;Agree;Neither;Agree;Neither;Neither;Neither;Strongly agree;Agree;Disagree;Agree;Agree;Strongly agree;Disagree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;Three;Others;House wife;Commerce;Good;Good;less than  4 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Neither;Agree;Strongly Agree;Strongly Agree;Agree;Neither;Agree;Neither;Strongly Agree;Neither;Strongly Agree;Strongly Agree;Strongly Agree;Neither;Agree;Agree;Neither;Agree;Agree;Strongly agree;Strongly agree;Neither;Neither;Neither;Strongly agree;Agree;Strongly agree;Agree;Strongly agree;Strongly agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;Two;Free;House wife;Commerce;Average;Average;less than  4 hrs;less than  4 hrs;less than 4 hrs;less than 4 hrs;Agree;Agree;Neither;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Disagree;Disagree;Disagree;Disagree;Disagree;Disagree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Free;House wife;Commerce;Good;Average;less than  4 hrs;4-7 hrs;above 7 hrs;4-7 hrs;Agree;Neither;Strongly Agree;Agree;Strongly Agree;Agree;Agree;Neither;Strongly Agree;Neither;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neither;Neither;Agree;Strongly agree;Neither;Neither;Neither;Strongly agree;Strongly agree;Neither;Agree;Neither;Agree;Neither;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;Three;Others;House wife;Commerce;Average;Good;less than  4 hrs;less than  4 hrs;less than 4 hrs;less than 4 hrs;Strongly Agree;Agree;Agree;Neither;Agree;Agree;Agree;Agree;Agree;Neither;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Strongly agree;Neither;Neither;Neither;Neither;Agree;Agree;Agree;Neither;Neither;Neither;Neither;Neither;Strongly agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Service;House wife;Commerce;Good;Good;4-7 hrs;less than  4 hrs;4-7 hrs;less than 4 hrs;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Neither;Neither;Neither;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Service;Service;Technical;Average;Average;less than  4 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Neither;Neither;Agree;Strongly Disagree;Agree;Agree;Strongly Agree;Agree;Agree;Agree;Neither;Agree;Agree;Neither;Neither;Neither;Neither;Strongly agree;Neither;Neither;Neither;Agree;Neither;Agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Public;Two;Service;House wife;Science;Good;Good;less than  4 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Disagree;Disagree;Strongly agree;Strongly disagree;Strongly disagree;Disagree;Neither;Strongly disagree;Neither;Neither;Disagree;Agree;Strongly agree;Strongly agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;Two;Others;House wife;Technical;Below Average;Good;less than  4 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Strongly Agree;Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neither;Agree;Strongly Disagree;Strongly Disagree;Neither;Neither;Neither;Strongly Agree;Strongly Agree;Agree;Neither;Strongly agree;Neither;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Agree;Strongly agree;Strongly agree;Strongly agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;Three;Free;House wife;Science;Average;Average;4-7 hrs;4-7 hrs;less than 4 hrs;less than 4 hrs;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Agree;Strongly agree;Agree;Agree;Agree;Neither;Neither;Agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Public;One;Service;House wife;Technical;Average;Excellent;4-7 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Agree;Agree;Agree;Disagree;Agree;Agree;Neither;Agree;Agree;Neither;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Neither;Disagree;Disagree;Agree;Neither;Neither;Neither;Agree;Agree;Agree;Agree;Agree;Agree;Agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;No ( 0 );Free;House wife;Technical;Good;Excellent;less than  4 hrs;4-7 hrs;4-7 hrs;4-7 hrs;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Neither;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Strongly agree;Agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Public;Two;Service;House wife;Science;Good;Good;less than  4 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Strongly agree;Agree;Agree;Strongly agree;Agree;Agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Public;One;Others;Service;Technical;Good;Excellent;less than  4 hrs;4-7 hrs;4-7 hrs;less than 4 hrs;Agree;Neither;Neither;Agree;Agree;Agree;Agree;Disagree;Agree;Disagree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Neither;Neither;Agree;Neither;Neither;Strongly agree;Neither;Agree;Neither;Disagree;Agree;Agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Service;House wife;Technical;Good;Average;4-7 hrs;less than  4 hrs;4-7 hrs;above 7 hrs;Strongly Agree;Neither;Strongly Disagree;Agree;Neither;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Neither;Disagree;Agree;Neither;Agree;Strongly Disagree;Strongly Agree;Neither;Agree;Neither;Strongly agree;Strongly disagree;Strongly disagree;Disagree;Neither;Neither;Agree;Disagree;Agree;Strongly Disagree;Disagree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Public;Two;Service;House wife;Technical;Average;Average;less than  4 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Neither;Agree;Disagree;Disagree;Agree;Disagree;Agree;Disagree;Agree;Neither;Neither;Agree;Agree;Disagree;Agree;Neither;Agree;Agree;Agree;Neither;Agree;Neither;Strongly agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;No ( 0 );Service;House wife;Technical;Average;Good;less than  4 hrs;4-7 hrs;4-7 hrs;4-7 hrs;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Disagree;Disagree;Neither;Agree;Agree;Strongly disagree;Disagree;Agree;Agree;Agree;Agree;Disagree;Strongly Disagree;Agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;Two;Service;House wife;Technical;Excellent;Excellent;less than  4 hrs;4-7 hrs;4-7 hrs;4-7 hrs;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Strongly Disagree;Agree;Agree;Agree;Agree;Agree;Agree;Neither;Neither;Agree;Neither;Neither;Neither;Neither;Agree;Disagree;Agree;Disagree;Agree;Agree;Agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Others;House wife;Technical;Excellent;Average;less than  4 hrs;4-7 hrs;above 7 hrs;4-7 hrs;Agree;Agree;Neither;Agree;Neither;Agree;Agree;Agree;Neither;Neither;Agree;Agree;Neither;Neither;Agree;Agree;Neither;Agree;Agree;Neither;Neither;Neither;Neither;Agree;Neither;Neither;Neither;Neither;Neither;Neither;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Others;House wife;Technical;Average;Excellent;less than  4 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Neither;Strongly Agree;Strongly Agree;Strongly Disagree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Agree;Strongly Agree;Agree;Agree;Agree;Strongly agree;Strongly agree;Agree;Agree;Neither;Agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Free;House wife;Technical;Average;Good;less than  4 hrs;4-7 hrs;less than 4 hrs;less than 4 hrs;Agree;Agree;Neither;Agree;Strongly Agree;Agree;Strongly Disagree;Agree;Strongly Agree;Neither;Strongly Agree;Agree;Disagree;Agree;Agree;Agree;Agree;Strongly agree;Neither;Neither;Neither;Neither;Neither;Agree;Strongly agree;Strongly agree;Strongly agree;Neither;Neither;Strongly agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Service;House wife;Science;Average;Excellent;less than  4 hrs;4-7 hrs;4-7 hrs;above 7 hrs;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neither;Agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Service;Social siences;Technical;Good;Good;less than  4 hrs;less than  4 hrs;above 7 hrs;above 7 hrs;Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Agree;Strongly Agree;Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Strongly agree;Strongly agree;Neither;Agree;Strongly agree;Strongly agree;Strongly agree;Agree;Agree;Agree;Strongly agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Public;One;Others;House wife;Technical;Good;Good;less than  4 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Neither;Agree;Agree;Disagree;Disagree;Agree;Strongly Disagree;Neither;Agree;Disagree;Neither;Agree;Strongly Agree;Agree;Disagree;Strongly Agree;Disagree;Agree;Neither;Strongly agree;Strongly agree;Disagree;Strongly agree;Agree;Neither;Agree;Disagree;Agree;Strongly agree;Strongly agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Public;One;Service;Service;Science;Average;Good;less than  4 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neither;Strongly Agree;Strongly Agree;Strongly Disagree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly disagree;Strongly disagree;Strongly disagree;Strongly agree;Strongly agree;Strongly disagree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly Disagree;Strongly Disagree;Strongly agree;Strongly agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Public;Two;Others;House wife;Technical;Good;Good;less than  4 hrs;4-7 hrs;less than 4 hrs;less than 4 hrs;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Agree;Strongly Agree;Agree;Strongly Agree;Neither;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Agree;Strongly Agree;Agree;Neither;Neither;Neither;Neither;Neither;Disagree;Strongly agree;Strongly agree;Agree;Neither;Disagree;Strongly agree;Strongly agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Public;One;Others;House wife;Technical;Average;Excellent;less than  4 hrs;4-7 hrs;4-7 hrs;less than 4 hrs;Agree;Agree;Agree;Strongly Agree;Neither;Disagree;Disagree;Agree;Agree;Neither;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Strongly agree;Strongly agree;Disagree;Neither;Agree;Strongly agree;Strongly agree;Agree;Agree;Agree;Agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;Two;Others;House wife;Technical;Good;Excellent;4-7 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Strongly Agree;Agree;Agree;Agree;Strongly Agree;Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Strongly agree;Agree;Agree;Agree;Agree;Agree;Agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Service;House wife;Technical;Good;Good;less than  4 hrs;less than  4 hrs;less than 4 hrs;less than 4 hrs;Strongly Agree;Agree;Strongly Agree;Agree;Strongly Agree;Agree;Strongly Agree;Agree;Strongly Agree;Agree;Strongly Agree;Agree;Agree;Strongly Agree;Agree;Strongly Agree;Agree;Agree;Strongly agree;Agree;Agree;Neither;Agree;Agree;Disagree;Neither;Disagree;Disagree;Neither;Neither;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Service;House wife;Technical;Average;Good;4-7 hrs;4-7 hrs;4-7 hrs;4-7 hrs;Strongly Agree;Agree;Agree;Agree;Strongly Agree;Agree;Strongly Agree;Neither;Agree;Agree;Strongly Agree;Strongly Agree;Agree;Neither;Agree;Strongly Agree;Agree;Agree;Agree;Agree;Strongly agree;Agree;Agree;Agree;Strongly agree;Strongly agree;Agree;Agree;Strongly agree;Agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Service;House wife;Science;Good;Excellent;above 7 hrs;4-7 hrs;4-7 hrs;4-7 hrs;Agree;Agree;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Neither;Neither;Neither;Neither;Neither;Neither;Neither;Neither;Neither;Agree;Neither;Neither;Neither;Neither;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Others;House wife;Technical;Good;Excellent;less than  4 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Strongly Agree;Agree;Neither;Strongly Agree;Strongly Agree;Agree;Agree;Neither;Agree;Neither;Agree;Strongly Agree;Neither;Strongly Agree;Strongly Agree;Strongly Agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Agree;Neither;Neither;Strongly agree;Neither;Agree;Neither;Agree;Neither;Strongly agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Free;House wife;Technical;Good;Good;4-7 hrs;less than  4 hrs;less than 4 hrs;less than 4 hrs;Agree;Agree;Strongly Agree;Strongly Agree;Agree;Neither;Neither;Neither;Agree;Agree;Agree;Agree;Neither;Neither;Agree;Strongly Agree;Neither;Agree;Agree;Strongly agree;Strongly agree;Agree;Neither;Agree;Strongly agree;Strongly agree;Strongly agree;Agree;Neither;Strongly agree;;;;;;
